,incremental_id,tender_title,buyer,award_date,award_value,contract_start,contract_end,supplier,source_url,# Data downloads from Spend Network
15,"2,737",Bulk Coin Cash Collection,ISLE OF WIGHT COUNCIL,25/03/2022,96000.0,01/04/2022,31/03/2025,G4S CASH SOLUTIONS (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/4c979924-7fe3-4359-a281-329df4838f2b,
16,"2,738",Crown Hosting Run,H M REVENUE & CUSTOMS,25/03/2022,32000000.0,01/07/2022,30/06/2025,FUJITSU (FTS) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/04538a9d-4460-4dfb-8832-574d331163f2,
17,"3,721","No matching tender, likely a direct award",UNIVERSITY OF ULSTER,25/03/2022,450000.0,,,DELOITTE LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR392978,
18,"3,723","No matching tender, likely a direct award",H M REVENUE & CUSTOMS,25/03/2022,214542937.0,,,CAPGEMINI,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR392999,
19,"3,722","No matching tender, likely a direct award",H M REVENUE & CUSTOMS,25/03/2022,70393068.0,,,ACCENTURE,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR393000,
20,"3,971","No matching tender, likely a direct award",LICHFIELD DISTRICT COUNCIL,24/03/2022,,01/04/2022,31/03/2025,PRICEWATERHOUSECOOPERS,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=2046f656-73ab-ec11-8112-005056b64545,
21,"4,319","NPS Operations, Maintenance and Modernisation Services",H M REVENUE & CUSTOMS,24/03/2022,,,,ACCENTURE,https://www.find-tender.service.gov.uk/Notice/008053-2022,
22,"4,318",Core Business Platform Support and Maintenance Services,H M REVENUE & CUSTOMS,24/03/2022,,,,CAPGEMINI,https://www.find-tender.service.gov.uk/Notice/008052-2022,
23,"4,686",Cyber Incident Response Retainer and Advisory Service,UNIVERSITY OF ULSTER,24/03/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/008030-2022,
24,"2,731",GB-London: CON-22-052 Multi-Occupancy Buildings Insurance,FINANCIAL CONDUCT AUTHORITY,24/03/2022,105695.0,28/03/2022,30/06/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/cdccdcc8-d9bd-4098-bad0-c204cdf6173e,
25,"2,733",NHSE/D/X & HEE merger - Contractor Requirements,NHS ENGLAND,24/03/2022,1985400.0,18/02/2022,31/10/2022,PA CONSULTING SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/c1a0846c-d83e-4793-a7b6-d348c877a312,
26,"2,734",NHS BSA 2019/20 Intangible Asset Specialist Expertise - Contract Extension,NATIONAL AUDIT OFFICE,24/03/2022,16812.0,01/04/2022,30/06/2022,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/d592b094-babc-430b-9c9e-0251e27a3da0,
27,"2,732",NHSE/D/X & HEE merger - Contractor Requirements,NHS ENGLAND,24/03/2022,1985400.0,18/02/2022,31/10/2022,PA CONSULTING SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/fea5bc6f-1f5b-4a71-a211-ed885b46f240,
28,"2,730",Basic Digital Service (ITSM) - Live Service Operation,HOME OFFICE,23/03/2022,3400000.0,01/04/2022,31/03/2023,IBM UNITED KINGDOM LTD,https://www.contractsfinder.service.gov.uk/Notice/6ba0b598-c77b-4771-90f8-ad692c606ebb,
29,"2,728",Environmental Targets Public Consultation Response Analysis,DEFRA NETWORK ETENDERING PORTAL,23/03/2022,470250.0,16/03/2022,05/07/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/9395c765-75d3-4a83-8d2a-e1833ee70a90,
30,"2,729",Senior Leadership Programme (SLDP),BRITISH TRANSPORT POLICE,23/03/2022,321440.0,25/03/2022,24/03/2023,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/1470fb40-c2a3-431c-86dc-9e3df5899436,
31,"3,912","No matching tender, likely a direct award",DEPARTMENT OF HEALTH DOH,23/03/2022,170233.0,,,ERNST YOUNG LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR392589,
32,"4,748",ID 3844609 DoH Mental Health Strategy - Workforce Review,DEPARTMENT OF HEALTH DOH,22/03/2022,,,,ERNST YOUNG LLP,https://www.find-tender.service.gov.uk/Notice/007648-2022,
33,"3,762","No matching tender, likely a direct award",CAMBRIDGESHIRE & PETERBOROUGH COMBINED AUTHORITY,22/03/2022,,04/10/2021,30/04/2022,KPMG LLP,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=8ec50cc7-492b-ec11-810e-005056b64545,
34,"2,724",For Transparency Purposes Only,MINISTRY OF DEFENCE,22/03/2022,3000000.0,23/03/2022,31/03/2023,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/dbb5370b-7696-429e-b32a-634525e7297b,
35,"2,727",Managed Service Development Services,NHS RESOLUTION,22/03/2022,487330.0,22/03/2022,22/03/2024,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/6fa04fb8-44dc-4fdc-aeec-77de8b52bc34,
36,"2,723",CON-20-115 Consultancy & Skilled Persons Framework,FINANCIAL CONDUCT AUTHORITY,22/03/2022,110000000.0,01/04/2022,31/03/2026,ACCENTURE,https://www.contractsfinder.service.gov.uk/Notice/a26eb7e3-c7c9-441c-8bf2-e11476746156,
37,"2,726",CTC Hosting Services,OFSTED,22/03/2022,250911.0,01/07/2022,24/06/2024,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/4ff0af35-d86f-4c75-b5af-327f9754fe77,
38,"2,725",Secure collection of High Risk High Value Items,HOME OFFICE,22/03/2022,360000.0,08/04/2022,31/03/2023,G4S CASH SOLUTIONS (UK) LTD,https://www.contractsfinder.service.gov.uk/Notice/d39239e6-b42f-45ad-9548-37d04ea2b911,
39,"3,865","No matching tender, likely a direct award",UNIVERSITY OF GLASGOW,22/03/2022,100000000.0,,,CAPITA IT SERVICES,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR392446,
40,"3,866","No matching tender, likely a direct award",MANCHESTER CITY COUNCIL,22/03/2022,6000000.0,,,ERNST & YOUNG LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR392509,
41,"4,756",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,KPMG LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
42,"4,749",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,PWC LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
43,"4,757",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,ERNST & YOUNG LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
44,"4,754",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,PWC LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
45,"4,751",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
46,"4,753",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,ERNST & YOUNG LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
47,"4,752",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,KPMG LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
48,"4,755",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
49,"4,750",TC145 - Framework for the Provision of Financial Services,MANCHESTER CITY COUNCIL,21/03/2022,,,,KPMG LLP,https://www.find-tender.service.gov.uk/Notice/007597-2022,
50,"4,735",Network Infrastructure Investment Programme (NIIP),UNIVERSITY OF GLASGOW,21/03/2022,,,,CAPITA IT SERVICES,https://www.find-tender.service.gov.uk/Notice/007526-2022,
51,"2,716",EcoNWL004 NHS North West London Primary Care Consultancy Support,NORTH WEST LONDON CLINICAL COMMISSIONING GROUP,21/03/2022,200000.0,14/03/2022,15/04/2022,THE BOSTON CONSULTING GROUP UK LLP,https://www.contractsfinder.service.gov.uk/Notice/baebdb12-e749-4d52-807e-ddd54170bd0c,
52,"2,715",FHFT- 2022- External Audit,FRIMLEY HEALTH NHS FOUNDATION TRUST,21/03/2022,125150.0,01/04/2022,31/05/2025,KPMG LIMITED,https://www.contractsfinder.service.gov.uk/Notice/9a86a591-12c3-4bfc-95a9-6ad179f515a2,
53,"2,717",Core Business Platform Support and Maintenance Services,H M REVENUE & CUSTOMS,21/03/2022,214542937.0,21/03/2022,20/03/2027,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/e77e501f-a8b2-4844-afc8-ae7efb9438d6,
54,"2,718",UKRI-2059 IR35 Advisory Support,UK RESEARCH & INNOVATION,21/03/2022,40000.0,21/04/2022,11/05/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/c09f0c35-3770-4f9f-8d44-404a9d7d5f26,
55,"2,720",PAHT - Support For Financial Year End,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,21/03/2022,241554.0,14/03/2022,31/05/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/fdf775ce-1422-45d7-a296-d1118a0040b8,
56,"2,719",EcoNWL004 NHS North West London Primary Care Consultancy Support,NORTH WEST LONDON CLINICAL COMMISSIONING GROUP,21/03/2022,200000.0,14/03/2022,15/04/2022,THE BOSTON CONSULTING GROUP UK LLP,https://www.contractsfinder.service.gov.uk/Notice/86764166-0b0b-426e-8983-78d90c33adc6,
57,"2,722",User-Centred Design and Research Services,DEPARTMENT FOR WORK AND PENSIONS,21/03/2022,60444.0,21/03/2022,30/06/2022,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/2c08641f-5091-4db6-8945-f20848f8a20f,
58,"2,721",WLB Bridge Inspection,DEFRA NETWORK ETENDERING PORTAL,21/03/2022,37194.0,14/02/2022,30/04/2022,CAPITA BINNES,https://www.contractsfinder.service.gov.uk/Notice/1ca8e3a6-6ddb-4423-af6a-0aee03e2669c,
59,"3,763","No matching tender, likely a direct award",UNIVERSITY OF GLASGOW,21/03/2022,100000000.0,,,CAPITA IT SERVICES,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR443944,
60,"2,713",Elastic Licenses and Support,MINISTRY OF DEFENCE,20/03/2022,8587099.0,21/03/2022,20/03/2025,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/ed003478-0b51-4f0c-b67e-60436a573f60,
61,"2,714",KPMG Cyber Security Assessment,GENOMICS ENGLAND LIMITED,20/03/2022,70000.0,21/03/2022,20/05/2022,KPMG LLP,https://www.contractsfinder.service.gov.uk/Notice/c20c143d-71e1-4f6d-b11c-2edbed92d3f5,
62,"3,829","No matching tender, likely a direct award",THE ROYAL BOROUGH OF KINGSTON UPON THAMES,19/03/2022,,24/06/2021,23/06/2022,ERNST & YOUNG LLP,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=2cb83b4d-c05c-eb11-8106-005056b64545,
63,"3,842","No matching tender, likely a direct award",DEPARTMENT FOR TRANSPORT,19/03/2022,120000.0,,,ACCENTURE UK LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR392377,
64,"3,830","No matching tender, likely a direct award",HOMES ENGLAND (THE NAME ADOPTED BY THE HOMES AND COMMUNITIES AGENCY),18/03/2022,,21/10/2021,01/02/2023,DELOITTE,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=bbaca1be-baa6-ec11-8112-005056b64545,
65,"4,736",Provision of E-procurement System Service Desk Support,DEPARTMENT FOR TRANSPORT,18/03/2022,,,,ACCENTURE UK LIMITED,https://www.find-tender.service.gov.uk/Notice/007507-2022,
66,"3,831","No matching tender, likely a direct award",SOMERSET COUNTY COUNCIL,18/03/2022,,28/01/2022,02/05/2022,ERNST AND YOUNG UK,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=5c8d6e6e-897e-ec11-8110-005056b64545,
67,"2,712",5306 Harlow Science Hub Business Case,UK HEALTH SECURITY AGENCY,18/03/2022,129200.0,17/03/2022,31/03/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/bf73454a-ba0e-4817-82c8-bd4fb1526077,
68,"2,711",Support Way To Work Campaign Office for the Department for Work and Pensions,DEPARTMENT FOR WORK AND PENSIONS,18/03/2022,530480.0,14/03/2022,15/07/2022,PA CONSULTING SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/06f43a33-a85f-4713-be96-1db03efd2076,
69,"2,710","London Breast Screening Workforce Leadership, Influencing & Service Improvement",NHS ENGLAND,18/03/2022,215000.0,21/03/2022,13/03/2023,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/fadb078d-61d3-4c1d-ae59-038dc906fe34,
70,"3,769","No matching tender, likely a direct award",NORTH WALES POLICE,17/03/2022,,01/01/2022,30/12/2024,ATOS IT SERVICES UK LTD,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=50224,
71,"2,709",Loan Book Management Commercial Options Analysis,"DEPARTMENT FOR DIGITAL, CULTURE, MEDIA & SPORT",17/03/2022,176903.0,16/03/2022,06/04/2022,PRICEWATERHOUSE COOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/43ac23d5-40f5-4d53-863e-c2fed21438d9,
72,"2,703","Penetration Testing, ITHC and Associated Services - CGI IT",DEFRA NETWORK ETENDERING PORTAL,17/03/2022,3400000.0,21/03/2022,20/03/2024,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/7d2c3d55-1489-4f25-b8ec-05b1661c178c,
73,"2,704",PAHT - Consultancy Services for Informatics Strategy,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,17/03/2022,572000.0,16/05/2022,15/05/2023,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/46623974-a0fc-4a8f-bcf7-add5dbe61fc4,
74,"2,708",Transparency Notice Only - RM6187 MCF3  CR Op Model Design Work Consultation,MINISTRY OF DEFENCE,17/03/2022,470000.0,17/03/2022,30/04/2022,MCKINSEY & COMPANY INC.,https://www.contractsfinder.service.gov.uk/Notice/5d19c468-7390-48a4-8f44-32c4832b5fe0,
75,"2,706",Integra Support & Maintenance,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,17/03/2022,43906.0,01/04/2022,31/03/2023,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,https://www.contractsfinder.service.gov.uk/Notice/40bc9408-4f82-46de-ab6d-129432816506,
76,"2,707",Contract for additions to existing technical accounting and finance training (SaaS),HM TREASURY,17/03/2022,20000.0,28/03/2022,07/09/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/8c43a218-1d74-4cbd-bc32-e36c623ecd0f,
77,"2,702",Capita One Education and eStart AM Software,PETERBOROUGH CITY COUNCIL,17/03/2022,176311.0,01/04/2022,31/03/2023,CAPITA BUISINESS SERVICES,https://www.contractsfinder.service.gov.uk/Notice/99a4da5a-c160-4713-ad0b-0998e4c585f1,
78,"2,705",WHHT - Command Centre Programme Business Case (PBC),WEST HERTFORDSHIRE HOSPITALS NHS TRUST,17/03/2022,90000.0,21/03/2022,16/05/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/64a08af8-6fe2-49b9-b9d8-35283b941d09,
79,"3,770",Provision of External Audit Service,CASTLE POINT & ROCHFORD CLINICAL COMMISSIONING GROUP,17/03/2022,301214.0,,,KPMG,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR392111,
80,"4,846",Provision of External Audit Service,CASTLE POINT & ROCHFORD CLINICAL COMMISSIONING GROUP,16/03/2022,,,,KPMG,https://www.find-tender.service.gov.uk/Notice/007260-2022,
81,"3,746","No matching tender, likely a direct award",BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL,16/03/2022,,20/03/2022,19/07/2023,CAPITA BUSINESS SERVICES LIMITED,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=ab9e9225-14a5-ec11-8112-005056b64545,
82,"2,697",Nature Recovery Green Paper Consultation Analysis,DEFRA NETWORK ETENDERING PORTAL,16/03/2022,99720.0,16/03/2022,27/05/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/dc7103d8-1983-4b43-ad47-50b02a96b7e1,
83,"2,698",701428381 (DInfoCom/0164) - The Provision of SAP Analytics Cloud License Renewal,MINISTRY OF DEFENCE,16/03/2022,85980.0,31/03/2022,30/03/2023,ATOS IT SERVICES UK LTD,https://www.contractsfinder.service.gov.uk/Notice/273e8b2a-f2dc-42ab-956c-76fd43d1b36a,
84,"2,699",GB-London: CON-21-278 Redesigning the FCA Register for consumers and industry users,FINANCIAL CONDUCT AUTHORITY,16/03/2022,220800.0,21/03/2022,30/09/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/9a9e9dc5-05fe-455f-a1a6-02bfe525e1e4,
85,"2,700",GB-London: CON-21-290 Redesigning the FCA Gateway for applicants and firms,FINANCIAL CONDUCT AUTHORITY,16/03/2022,107784.0,21/03/2022,30/09/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/edd00af8-724f-460e-9a44-37970ffe08bb,
86,"2,701",Technical Assurance Services,HOME OFFICE,16/03/2022,730941.0,14/03/2022,31/03/2023,CGI UK IT,https://www.contractsfinder.service.gov.uk/Notice/f97b5aa5-1e11-4298-94f1-ae1d564cef5b,
87,"3,747",Operational Fire Fighting Facilities,BUCKINGHAMSHIRE & MILTON KEYNES FIRE AUTHORITY,16/03/2022,389850.0,,,CAPITA BUSINESS SERVICES LTD (OPERATING AS THE FIRE SERVICE COLLEGE),https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR391895,
88,"4,173",European Social Fund Provision 2014-20,DEPARTMENT FOR EDUCATION,15/03/2022,,,,SERCO LIMITED,https://www.find-tender.service.gov.uk/Notice/007091-2022,
89,"4,959",Operational Fire Fighting Facilities,BUCKINGHAMSHIRE & MILTON KEYNES FIRE AUTHORITY,15/03/2022,,,,CAPITA BUSINESS SERVICES LTD (OPERATING AS THE FIRE SERVICE COLLEGE),https://www.find-tender.service.gov.uk/Notice/007036-2022,
90,"2,691",3238/HP IBM Cognos Infosphere and Planning Analytics Licenses 2022,UNIVERSITY OF SHEFFIELD,15/03/2022,150036.0,01/04/2022,31/03/2023,CAPITA BUSINESS SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/238e8ac9-ab39-49d2-a602-fc5002538a9a,
91,"2,693",Prediction Tool - Medically Safe for Discharge,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15/03/2022,250000.0,15/03/2022,14/11/2022,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/42e79d71-2134-4817-94a8-8cea3f035ec3,
92,"2,692",The ECHO2 Programme: Network Integration Services Procurement,FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE,15/03/2022,44100000.0,15/03/2022,14/03/2027,FUJITSU SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/9deb9211-075b-4dc4-b01a-a7efd1f33147,
93,"2,694",Cancer Tactical Planning Tool,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15/03/2022,425000.0,15/03/2022,14/03/2023,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/aab9ee19-1bfc-40dc-8063-24214e825244,
94,"2,688","Recruitment services for new Deputy Director, Railway Operations",OFFICE OF RAIL AND ROAD,15/03/2022,18000.0,15/03/2022,31/08/2022,CAPITA RESOURCING LIMITED,https://www.contractsfinder.service.gov.uk/Notice/453a4d87-1a41-4080-a55a-951e043983c5,
95,"2,690",Managed Training Service Work Package 2,HOME OFFICE,15/03/2022,850000.0,15/03/2022,31/03/2023,ERNST AND YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/70dee127-f5e6-4506-a622-27c8db612855,
96,"2,696",Sustainability guidance for Category Strategies,NHS ENGLAND,15/03/2022,49840.0,14/03/2022,31/03/2022,DELOITTE MCS LIMITED,https://www.contractsfinder.service.gov.uk/Notice/ffe3443d-2c4b-4d26-bcbd-e8e06d6ac0c3,
97,"2,689",Consultancy Services for Elective Patient Tracker,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15/03/2022,1050000.0,15/03/2022,14/03/2023,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/1cc5eb84-78ff-48df-b779-c2d80ddb17da,
98,"2,695",The ECHO2 Programme: Network Integration Services Procurement,BRITISH COUNCIL(THE),15/03/2022,27300000.0,15/03/2022,14/03/2027,FUJITSU SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/0d78c9e1-becc-4f74-b26b-1aff4c529f40,
99,"3,645","No matching tender, likely a direct award",UK HYDROGRAPHIC OFFICE,15/03/2022,149420.0,,,PWC,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR391710,
0,"4,342","No matching tender, likely a direct award",UNIVERSITY OF DERBY,30/06/2022,400000.0,,,KPMG LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN403383,
1,"4,152",CHINESE TAX CONSULTANCY,UNIVERSITY OF DERBY,29/06/2022,,,,KPMG LLP,https://www.find-tender.service.gov.uk/Notice/017690-2022,
2,"3,007",Financial Viability Assessments,OFFICE OF QUALIFICATIONS AND EXAMINATIONS REGULATION (OFQUAL),29/06/2022,246430.0,29/06/2022,31/03/2023,KPMG LLP,https://www.contractsfinder.service.gov.uk/Notice/854ec8a8-fed2-432e-b280-7abe45e8354b,
3,"4,330","No matching tender, likely a direct award",ROYAL BOTANIC GARDEN EDINBURGH,29/06/2022,150000.0,,,CGI,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUN452633,
4,"3,006",Technology Services - Extension,SERIOUS FRAUD OFFICE,28/06/2022,320000.0,11/08/2022,10/08/2023,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/358c3dfd-7bd3-42ee-8fa2-a196be4a391d,
5,"4,403","Regulatory Economics, Price Review Planning and Strategy Consultancy",YORKSHIRE WATER SERVICES LIMITED,27/06/2022,,,,PA CONSULTING SERVICES LIMITED,https://www.find-tender.service.gov.uk/Notice/017555-2022,
6,"4,404","Regulatory Economics, Price Review Planning and Strategy Consultancy",YORKSHIRE WATER SERVICES LIMITED,27/06/2022,,,,KPMG LLP,https://www.find-tender.service.gov.uk/Notice/017555-2022,
7,"4,405","Regulatory Economics, Price Review Planning and Strategy Consultancy",YORKSHIRE WATER SERVICES LIMITED,27/06/2022,,,,ERNST & YOUNG LLP,https://www.find-tender.service.gov.uk/Notice/017555-2022,
8,"4,245","No matching tender, likely a direct award",LINCOLNSHIRE POLICE,25/06/2022,,01/04/2022,31/03/2023,CAPGEMINI UK,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=52018,
9,"4,246","No matching tender, likely a direct award",CHESHIRE CONSTABULARY,25/06/2022,,27/06/2022,26/05/2023,CGI IT UK LIMITED,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=51999,
10,"4,247","No matching tender, likely a direct award",CHESHIRE CONSTABULARY,25/06/2022,,15/03/2022,26/05/2023,CGI IT UK LIMITED,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=51522,
11,"3,005",Research Operations Discovery,GENOMICS ENGLAND LIMITED,25/06/2022,79570.0,26/06/2022,19/08/2022,IBM LIMITED,https://www.contractsfinder.service.gov.uk/Notice/0fa1523e-ed6c-4a5f-a2b1-217b8526f915,
12,"3,004",Consultancy on Pulse Modernisation - Service Requirements,NHS BLOOD AND TRANSPLANT,24/06/2022,250000.0,04/07/2022,03/07/2023,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/ca6308e9-eb02-4722-8e2e-ad045013aefd,
13,"4,163","No matching tender, likely a direct award",PUBLIC HEALTH SCOTLAND,24/06/2022,3500000.0,,,CAPGEMINI,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN402773,
14,"4,412",PHS2223001 Whole System Modelling,PUBLIC HEALTH SCOTLAND,23/06/2022,,,,CAPGEMINI,https://www.find-tender.service.gov.uk/Notice/017119-2022,
15,"3,001",Data & Trading Environment Bench,DEPARTMENT FOR INTERNATIONAL TRADE,23/06/2022,4000000.0,16/06/2022,15/06/2024,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/66a20c91-b207-45e4-824e-e906ebf775c1,
16,"3,002",Health and Disability Agile Transformation/Development,DEPARTMENT FOR WORK AND PENSIONS,23/06/2022,932568.0,01/07/2022,30/12/2022,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/2627d3e4-22ab-4bad-bf87-daa6662d9110,
17,"3,003",BEIS - Evidence Management System,UK SHARED BUSINESS SERVICES LIMITED,23/06/2022,174550.0,14/06/2022,11/08/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/6761b5c5-c2b2-48cb-964e-c9af1d7be050,
18,"3,000",Headcount Efficiency Review,DFTC - DEPARTMENT FOR TRANSPORT,23/06/2022,100000.0,14/06/2022,30/06/2022,THE BOSTON CONSULTING GROUP,https://www.contractsfinder.service.gov.uk/Notice/eb2e73d8-45a6-4e57-ac0b-57005f217f37,
19,"2,999",Digital Execellence,NATIONAL HIGHWAYS LIMITED,23/06/2022,300000.0,24/06/2022,30/09/2022,PA CONSULTING SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/a64b5a7e-3d8d-4afe-b438-b2ad0d373004,
20,"3,733","No matching tender, likely a direct award",PUBLIC HEALTH SCOTLAND,23/06/2022,3500000.0,,,CAPGEMINI,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUN452030,
21,"2,998",3111/LM - External Audit Services for The University Of Sheffield,UNIVERSITY OF SHEFFIELD,22/06/2022,1750000.0,01/08/2022,31/07/2025,KPMG LLP,https://www.contractsfinder.service.gov.uk/Notice/7ab9545c-482b-4874-905e-370ad6541d7e,
22,"2,997",Medical Evidence - Agile Transformation/ Development,DEPARTMENT FOR WORK AND PENSIONS,22/06/2022,1631963.0,01/07/2022,30/12/2022,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/c7a98008-0fd9-4de8-beb5-c2a468a60fc9,
23,"4,273","No matching tender, likely a direct award",OFFICE OF THE SURREY POLICE AND CRIME COMMISSIONER,22/06/2022,2000000.0,,,PA CONSULTING SERVICES LTD,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN402542,
24,"4,117",CSR/128 - The Civil Service Central Government Apprenticeship Training and Related Services Contract,CABINET OFFICE,21/06/2022,,,,CAPITA PLC,https://www.find-tender.service.gov.uk/Notice/016985-2022,
25,"4,293",Future Operating Model,OFFICE OF THE SURREY POLICE AND CRIME COMMISSIONER,21/06/2022,,,,PA CONSULTING SERVICES LTD,https://www.find-tender.service.gov.uk/Notice/016947-2022,
26,"2,996",PPPT Strategic Delivery Partner Procurement,HOME OFFICE,21/06/2022,95000000.0,30/06/2022,29/06/2027,CGI UK IT,https://www.contractsfinder.service.gov.uk/Notice/7394ec27-2b23-4ab7-a9a7-cdd82058a6a8,
